package,version,relationship,license,status
"is-bun-module","2.0.0","transitive","MIT","MIT"
"is-callable","1.2.7","transitive","MIT","MIT"
"is-core-module","2.16.2","transitive","MIT","MIT"
"is-data-view","1.0.2","transitive","MIT","MIT"
"is-date-object","1.1.0","transitive","MIT","MIT"
"is-document.all","1.0.0","transitive","MIT","MIT"
"is-extglob","2.1.1","transitive","MIT","MIT"
"is-finalizationregistry","1.1.1","transitive","MIT","MIT"
"is-fullwidth-code-point","3.0.0","transitive","MIT","MIT"
"is-generator-function","1.1.2","transitive","MIT","MIT"
"is-glob","4.0.3","transitive","MIT","MIT"
"is-map","2.0.3","transitive","MIT","MIT"
"is-negative-zero","2.0.3","transitive","MIT","MIT"
"is-number","7.0.0","transitive","MIT","MIT"
"is-number-object","1.1.1","transitive","MIT","MIT"
"is-potential-custom-element-name","1.0.1","transitive","MIT","MIT"
"is-promise","2.2.2","transitive","MIT","MIT"
"is-promise","4.0.0","transitive","MIT","MIT"
"is-regex","1.2.1","transitive","MIT","MIT"
"is-set","2.0.3","transitive","MIT","MIT"
"is-shared-array-buffer","1.0.4","transitive","MIT","MIT"
"is-stream","2.0.1","transitive","MIT","MIT"
"is-string","1.1.1","transitive","MIT","MIT"
"is-symbol","1.1.1","transitive","MIT","MIT"
"is-typed-array","1.1.15","transitive","MIT","MIT"
"is-weakmap","2.0.2","transitive","MIT","MIT"
"is-weakref","1.1.1","transitive","MIT","MIT"
"is-weakset","2.0.4","transitive","MIT","MIT"
"isarray","2.0.5","transitive","MIT","MIT"
"isexe","2.0.0","transitive","ISC","FLAGGED"
"isexe","3.1.5","transitive","BlueOak-1.0.0","FLAGGED"
"istanbul-lib-coverage","3.2.2","transitive","BSD-3-Clause","FLAGGED"
"istanbul-lib-report","3.0.1","transitive","BSD-3-Clause","FLAGGED"
"istanbul-reports","3.2.0","transitive","BSD-3-Clause","FLAGGED"
"iterator.prototype","1.1.5","transitive","MIT","MIT"
"its-fine","2.0.0","transitive","MIT","MIT"
"jackspeak","4.2.3","transitive","BlueOak-1.0.0","FLAGGED"
"jiti","1.21.7","transitive","MIT","MIT"
"js-tokens","10.0.0","transitive","MIT","MIT"
"js-tokens","4.0.0","transitive","MIT","MIT"
"js-yaml","4.3.2","transitive","MIT","MIT"
"jsdom","29.1.1","direct-development","MIT","MIT"
"jsesc","3.1.0","transitive","MIT","MIT"
"json-buffer","3.0.1","transitive","MIT","MIT"
"json-schema-traverse","0.4.1","transitive","MIT","MIT"
"json-stable-stringify-without-jsonify","1.0.1","transitive","MIT","MIT"
"json5","1.0.2","transitive","MIT","MIT"
"json5","2.2.3","transitive","MIT","MIT"
"jsx-ast-utils","3.3.5","transitive","MIT","MIT"
"keyv","4.5.4","transitive","MIT","MIT"
"kleur","4.1.5","transitive","MIT","MIT"
"language-subtag-registry","0.3.23","transitive","CC0-1.0","FLAGGED"
"language-tags","1.0.9","transitive","MIT","MIT"
"lenis","1.3.26","direct-production","MIT","MIT"
"levn","0.4.1","transitive","MIT","MIT"
"lie","3.3.0","transitive","MIT","MIT"
"lightningcss","1.33.0","transitive","MPL-2.0","FLAGGED"
"lightningcss-android-arm64","1.33.0","transitive","MPL-2.0","FLAGGED"
"lightningcss-darwin-arm64","1.33.0","transitive","MPL-2.0","FLAGGED"
"lightningcss-darwin-x64","1.33.0","transitive","MPL-2.0","FLAGGED"
"lightningcss-freebsd-x64","1.33.0","transitive","MPL-2.0","FLAGGED"
"lightningcss-linux-arm-gnueabihf","1.33.0","transitive","MPL-2.0","FLAGGED"
"lightningcss-linux-arm64-gnu","1.33.0","transitive","MPL-2.0","FLAGGED"
"lightningcss-linux-arm64-musl","1.33.0","transitive","MPL-2.0","FLAGGED"
"lightningcss-linux-x64-gnu","1.33.0","transitive","MPL-2.0","FLAGGED"
"lightningcss-linux-x64-musl","1.33.0","transitive","MPL-2.0","FLAGGED"
"lightningcss-win32-arm64-msvc","1.33.0","transitive","MPL-2.0","FLAGGED"
"lightningcss-win32-x64-msvc","1.33.0","transitive","MPL-2.0","FLAGGED"
"lilconfig","3.1.3","transitive","MIT","MIT"
"lines-and-columns","1.2.4","transitive","MIT","MIT"
"locate-path","6.0.0","transitive","MIT","MIT"
"lodash.camelcase","4.3.0","transitive","MIT","MIT"
"lodash.merge","4.6.2","transitive","MIT","MIT"
"long","5.3.2","transitive","Apache-2.0","FLAGGED"
"loose-envify","1.4.0","transitive","MIT","MIT"
"lru-cache","10.4.3","transitive","ISC","FLAGGED"
"lru-cache","11.5.2","transitive","BlueOak-1.0.0","FLAGGED"
"lru-cache","11.5.2","transitive","BlueOak-1.0.0","FLAGGED"
"lru-cache","5.1.1","transitive","ISC","FLAGGED"
"lucide-react","0.414.0","direct-production","ISC","FLAGGED"
"lz-string","1.5.0","transitive","MIT","MIT"
"maath","0.10.8","transitive","MIT","MIT"
"maath","0.6.0","transitive","MIT","MIT"
"magic-string","0.30.21","transitive","MIT","MIT"
"magicast","0.5.5","transitive","MIT","MIT"
"make-dir","4.0.0","transitive","MIT","MIT"
"math-intrinsics","1.1.0","transitive","MIT","MIT"
"mdn-data","2.27.1","transitive","CC0-1.0","FLAGGED"
"media-typer","1.1.1","transitive","MIT","MIT"
"merge-descriptors","2.0.0","transitive","MIT","MIT"
"merge-stream","2.0.0","transitive","MIT","MIT"
"merge2","1.4.1","transitive","MIT","MIT"
"meshline","3.3.1","transitive","MIT","MIT"
"meshoptimizer","0.18.1","transitive","MIT","MIT"
"micromatch","4.0.8","transitive","MIT","MIT"
"mime-db","1.52.0","transitive","MIT","MIT"
"mime-db","1.54.0","transitive","MIT","MIT"
"mime-types","2.1.35","transitive","MIT","MIT"
"mime-types","3.0.2","transitive","MIT","MIT"
"mimic-fn","2.1.0","transitive","MIT","MIT"
"min-indent","1.0.1","transitive","MIT","MIT"
"miniflare","5.20260828.0-alpha","transitive","MIT","MIT"
"minimatch","10.2.6","transitive","BlueOak-1.0.0","FLAGGED"
"minimatch","10.2.6","transitive","BlueOak-1.0.0","FLAGGED"
"minimatch","3.1.5","transitive","ISC","FLAGGED"
"minimatch","8.0.7","transitive","ISC","FLAGGED"
"minimist","1.2.8","transitive","MIT","MIT"
"minipass","4.2.8","transitive","ISC","FLAGGED"
"minipass","7.1.3","transitive","BlueOak-1.0.0","FLAGGED"
"minipass","7.1.3","transitive","BlueOak-1.0.0","FLAGGED"
"mkdirp","1.0.4","transitive","MIT","MIT"
"mnemonist","0.38.3","transitive","MIT","MIT"
"motion-dom","11.18.1","transitive","MIT","MIT"
"motion-utils","11.18.1","transitive","MIT","MIT"
"ms","2.1.3","transitive","MIT","MIT"
"mz","2.7.0","transitive","MIT","MIT"
"n8ao","1.10.3","transitive","ISC","FLAGGED"
"nanoid","3.3.18","transitive","MIT","MIT"
"napi-postinstall","0.3.4","transitive","MIT","MIT"
"natural-compare","1.4.0","transitive","MIT","MIT"
"negotiator","1.1.0","transitive","MIT","MIT"
"next","16.3.3","direct-production","MIT","MIT"
"next-intl","4.14.1","direct-production","MIT","MIT"
"next-intl-swc-plugin-extractor","4.14.1","transitive","MIT","MIT"
"node-addon-api","7.1.1","transitive","MIT","MIT"
"node-domexception","1.0.0","transitive","MIT","MIT"
"node-exports-info","1.6.2","transitive","MIT","MIT"
"node-fetch","2.7.0","transitive","MIT","MIT"
"node-releases","2.0.54","transitive","MIT","MIT"
"normalize-path","3.0.0","transitive","MIT","MIT"
"npm-run-path","4.0.1","transitive","MIT","MIT"
"object-assign","4.1.1","transitive","MIT","MIT"
"object-hash","3.0.0","transitive","MIT","MIT"
"object-inspect","1.13.4","transitive","MIT","MIT"
"object-keys","1.1.1","transitive","MIT","MIT"
"object-treeify","1.1.33","transitive","MIT","MIT"
"object.assign","4.1.7","transitive","MIT","MIT"
"object.entries","1.1.9","transitive","MIT","MIT"
"object.fromentries","2.0.8","transitive","MIT","MIT"
"object.groupby","1.0.3","transitive","MIT","MIT"
"object.values","1.2.1","transitive","MIT","MIT"
"obliterator","1.6.1","transitive","MIT","MIT"
"obug","2.1.4","transitive","MIT","MIT"
"on-finished","2.4.1","transitive","MIT","MIT"
"once","1.4.0","transitive","ISC","FLAGGED"
"onetime","5.1.2","transitive","MIT","MIT"
"optionator","0.9.4","transitive","MIT","MIT"
"own-keys","1.0.2","transitive","MIT","MIT"
"p-limit","3.1.0","transitive","MIT","MIT"
"p-locate","5.0.0","transitive","MIT","MIT"
"package-json-from-dist","1.0.1","transitive","BlueOak-1.0.0","FLAGGED"
"parent-module","1.0.1","transitive","MIT","MIT"
"parse5","8.0.1","transitive","MIT","MIT"
"parseurl","1.3.3","transitive","MIT","MIT"
"path-exists","4.0.0","transitive","MIT","MIT"
"path-key","3.1.1","transitive","MIT","MIT"
"path-parse","1.0.7","transitive","MIT","MIT"
"path-scurry","1.11.1","transitive","BlueOak-1.0.0","FLAGGED"
"path-scurry","2.0.2","transitive","BlueOak-1.0.0","FLAGGED"
"path-to-regexp","6.3.0","transitive","MIT","MIT"
"path-to-regexp","8.4.2","transitive","MIT","MIT"
"pathe","2.0.3","transitive","MIT","MIT"
"picocolors","1.1.1","transitive","ISC","FLAGGED"
"picomatch","2.3.2","transitive","MIT","MIT"
"picomatch","4.0.7","transitive","MIT","MIT"
"picomatch","4.0.7","transitive","MIT","MIT"
"picomatch","4.0.7","transitive","MIT","MIT"
"picomatch","4.0.7","transitive","MIT","MIT"
"picomatch","4.0.7","transitive","MIT","MIT"
"pirates","4.0.7","transitive","MIT","MIT"
"po-parser","2.2.0","transitive","MIT","MIT"
"possible-typed-array-names","1.1.0","transitive","MIT","MIT"
"postcss","8.5.23","direct-development","MIT","MIT"
"postcss","8.5.26","direct-development","MIT","MIT"
"postcss-import","15.1.0","transitive","MIT","MIT"
"postcss-js","4.1.0","transitive","MIT","MIT"
"postcss-load-config","6.0.1","transitive","MIT","MIT"
"postcss-nested","6.2.0","transitive","MIT","MIT"
"postcss-selector-parser","6.1.4","transitive","MIT","MIT"
"postcss-value-parser","4.2.0","transitive","MIT","MIT"
"postprocessing","6.39.4","transitive","Zlib","FLAGGED"
"potpack","1.0.2","transitive","ISC","FLAGGED"
"prelude-ls","1.2.1","transitive","MIT","MIT"
"pretty-format","27.5.1","transitive","MIT","MIT"
"promise-worker-transferable","1.0.4","transitive","Apache-2.0","FLAGGED"
"prop-types","15.8.1","transitive","MIT","MIT"
"protobufjs","7.6.6","transitive","BSD-3-Clause","FLAGGED"
"proxy-addr","2.0.7","transitive","MIT","MIT"
"punycode","2.3.1","transitive","MIT","MIT"
"qs","6.16.0","transitive","BSD-3-Clause","FLAGGED"
"queue-microtask","1.2.3","transitive","MIT","MIT"
"range-parser","1.3.0","transitive","MIT","MIT"
"raw-body","3.0.2","transitive","MIT","MIT"
"re2js","2.8.6","transitive","MIT","MIT"
"react","19.2.8","direct-production","MIT","MIT"
"react-dom","19.2.8","direct-production","MIT","MIT"
"react-hook-form","7.86.0","direct-production","MIT","MIT"
"react-is","16.13.1","transitive","MIT","MIT"
"react-is","17.0.2","transitive","MIT","MIT"
"react-remove-scroll","2.7.2","transitive","MIT","MIT"
"react-remove-scroll-bar","2.3.8","transitive","MIT","MIT"
"react-style-singleton","2.2.3","transitive","MIT","MIT"
"react-use-measure","2.1.7","transitive","MIT","MIT"
"read-cache","1.0.2","transitive","MIT","MIT"
"readdirp","3.6.0","transitive","MIT","MIT"
"redent","3.0.0","transitive","MIT","MIT"
"reflect.getprototypeof","1.0.10","transitive","MIT","MIT"
"regexp.prototype.flags","1.5.4","transitive","MIT","MIT"
"require-directory","2.1.1","transitive","MIT","MIT"
"require-from-string","2.0.2","transitive","MIT","MIT"
"resolve","1.22.12","transitive","MIT","MIT"
"resolve","1.22.12","transitive","MIT","MIT"
"resolve","2.0.0-next.7","transitive","MIT","MIT"
"resolve-from","4.0.0","transitive","MIT","MIT"
"resolve-pkg-maps","1.0.0","transitive","MIT","MIT"
"reusify","1.1.0","transitive","MIT","MIT"
"rolldown","1.2.6","transitive","MIT","MIT"
"router","2.2.0","transitive","MIT","MIT"
"run-parallel","1.2.0","transitive","MIT","MIT"
"safe-array-concat","1.1.4","transitive","MIT","MIT"
"safe-buffer","5.2.1","transitive","MIT","MIT"
"safe-push-apply","1.0.0","transitive","MIT","MIT"
"safe-regex-test","1.1.0","transitive","MIT","MIT"
"safer-buffer","2.1.2","transitive","MIT","MIT"
"saxes","6.0.0","transitive","ISC","FLAGGED"
"scheduler","0.27.0","transitive","MIT","MIT"
"semver","6.3.1","transitive","ISC","FLAGGED"
"semver","6.3.1","transitive","ISC","FLAGGED"
"semver","6.3.1","transitive","ISC","FLAGGED"
"semver","6.3.1","transitive","ISC","FLAGGED"
"semver","6.3.1","transitive","ISC","FLAGGED"
"semver","7.8.5","transitive","ISC","FLAGGED"
"send","1.2.1","transitive","MIT","MIT"
"serve-static","2.2.1","transitive","MIT","MIT"
"set-function-length","1.2.2","transitive","MIT","MIT"
"set-function-name","2.0.2","transitive","MIT","MIT"
"set-proto","1.0.0","transitive","MIT","MIT"
"setprototypeof","1.2.0","transitive","ISC","FLAGGED"
"sharp","0.35.2","transitive","Apache-2.0","FLAGGED"
"sharp","0.35.4","transitive","Apache-2.0","FLAGGED"
"shebang-command","2.0.0","transitive","MIT","MIT"
"shebang-regex","3.0.0","transitive","MIT","MIT"
"side-channel","1.1.1","transitive","MIT","MIT"
"side-channel-list","1.0.1","transitive","MIT","MIT"
"side-channel-map","1.0.1","transitive","MIT","MIT"
"side-channel-weakmap","1.0.2","transitive","MIT","MIT"
"siginfo","2.0.0","transitive","ISC","FLAGGED"
"signal-exit","3.0.7","transitive","ISC","FLAGGED"
"signal-exit","4.1.0","transitive","ISC","FLAGGED"
"source-map","0.6.1","transitive","BSD-3-Clause","FLAGGED"
"source-map-js","1.2.1","transitive","BSD-3-Clause","FLAGGED"
"source-map-support","0.5.21","transitive","MIT","MIT"
"stable-hash","0.0.5","transitive","MIT","MIT"
"stackback","0.0.2","transitive","MIT","MIT"
"stats-gl","2.4.2","transitive","MIT","MIT"
"stats.js","0.17.0","transitive","MIT","MIT"
"statuses","2.0.2","transitive","MIT","MIT"
"std-env","4.2.0","transitive","MIT","MIT"
"stop-iteration-iterator","1.1.0","transitive","MIT","MIT"
"string-width","4.2.3","transitive","MIT","MIT"
"string-width","7.2.0","transitive","MIT","MIT"
"string-width","7.2.0","transitive","MIT","MIT"
"string-width","8.2.2","transitive","MIT","MIT"
"string.prototype.includes","2.0.1","transitive","MIT","MIT"
"string.prototype.matchall","4.1.0","transitive","MIT","MIT"
"string.prototype.repeat","1.0.0","transitive","MIT","MIT"
"string.prototype.trim","1.2.11","transitive","MIT","MIT"
"string.prototype.trimend","1.0.10","transitive","MIT","MIT"
"string.prototype.trimstart","1.0.8","transitive","MIT","MIT"
"strip-ansi","6.0.1","transitive","MIT","MIT"
"strip-ansi","7.2.0","transitive","MIT","MIT"
"strip-bom","3.0.0","transitive","MIT","MIT"
"strip-final-newline","2.0.0","transitive","MIT","MIT"
"strip-indent","3.0.0","transitive","MIT","MIT"
"strip-json-comments","3.1.1","transitive","MIT","MIT"
"styled-jsx","5.1.6","transitive","MIT","MIT"
"sucrase","3.35.1","transitive","MIT","MIT"
"supports-color","10.2.2","transitive","MIT","MIT"
"supports-color","7.2.0","transitive","MIT","MIT"
"supports-preserve-symlinks-flag","1.0.0","transitive","MIT","MIT"
"suspend-react","0.1.3","transitive","MIT","MIT"
"symbol-tree","3.2.4","transitive","MIT","MIT"
"tailwind-merge","2.6.1","direct-production","MIT","MIT"
"tailwindcss","3.4.19","direct-development","MIT","MIT"
"terser","5.16.9","transitive","BSD-2-Clause","FLAGGED"
"thenify","3.3.1","transitive","MIT","MIT"
"thenify-all","1.6.0","transitive","MIT","MIT"
"three","0.170.0","direct-production","MIT","MIT"
"three","0.183.2","direct-production","MIT","MIT"
"three-mesh-bvh","0.8.3","transitive","MIT","MIT"
"three-stdlib","2.36.1","transitive","MIT","MIT"
"tinybench","2.9.0","transitive","MIT","MIT"
"tinyexec","1.3.0","transitive","MIT","MIT"
"tinyglobby","0.2.17","transitive","MIT","MIT"
"tinyrainbow","3.1.1","transitive","MIT","MIT"
"tldts","7.4.11","transitive","MIT","MIT"
"tldts-core","7.4.11","transitive","MIT","MIT"
"to-regex-range","5.0.1","transitive","MIT","MIT"
"toidentifier","1.0.1","transitive","MIT","MIT"
"tough-cookie","6.0.2","transitive","BSD-3-Clause","FLAGGED"
"tr46","0.0.3","transitive","MIT","MIT"
"tr46","6.0.0","transitive","MIT","MIT"
"troika-three-text","0.52.5","transitive","MIT","MIT"
"troika-three-utils","0.52.5","transitive","MIT","MIT"
"troika-worker-utils","0.52.0","transitive","MIT","MIT"
"ts-api-utils","2.5.0","transitive","MIT","MIT"
"ts-interface-checker","0.1.13","transitive","Apache-2.0","FLAGGED"
"ts-tqdm","0.8.6","transitive","MIT","MIT"
"tsconfig-paths","3.15.0","transitive","MIT","MIT"
"tslib","2.8.1","transitive","0BSD","FLAGGED"
"tunnel-rat","0.1.2","transitive","MIT","MIT"
"type-check","0.4.0","transitive","MIT","MIT"
"type-is","2.1.0","transitive","MIT","MIT"
"typed-array-buffer","1.0.3","transitive","MIT","MIT"
"typed-array-byte-length","1.0.3","transitive","MIT","MIT"
"typed-array-byte-offset","1.0.4","transitive","MIT","MIT"
"typed-array-length","1.0.8","transitive","MIT","MIT"
"typescript","5.9.3","direct-development","Apache-2.0","FLAGGED"
"typescript-eslint","8.68.0","transitive","MIT","MIT"
"unbox-primitive","1.1.0","transitive","MIT","MIT"
"undici","7.29.0","transitive","MIT","MIT"
"undici","7.29.0","transitive","MIT","MIT"
"undici-types","5.26.5","transitive","MIT","MIT"
"undici-types","6.21.0","transitive","MIT","MIT"
"unenv","2.0.0-rc.24","transitive","MIT","MIT"
"unpipe","1.0.0","transitive","MIT","MIT"
"unrs-resolver","1.12.2","transitive","MIT","MIT"
"update-browserslist-db","1.3.2","transitive","MIT","MIT"
"uri-js","4.4.1","transitive","BSD-2-Clause","FLAGGED"
"urlpattern-polyfill","10.1.0","transitive","MIT","MIT"
"use-callback-ref","1.3.3","transitive","MIT","MIT"
"use-intl","4.14.1","transitive","MIT","MIT"
"use-sidecar","1.1.3","transitive","MIT","MIT"
"use-sync-external-store","1.6.0","transitive","MIT","MIT"
"util-deprecate","1.0.2","transitive","MIT","MIT"
"utility-types","3.11.0","transitive","MIT","MIT"
"vary","1.1.2","transitive","MIT","MIT"
"vite","8.2.2","transitive","MIT","MIT"
"vitest","4.1.11","direct-development","MIT","MIT"
"w3c-xmlserializer","5.0.0","transitive","MIT","MIT"
"web-streams-polyfill","4.0.0-beta.3","transitive","MIT","MIT"
"web-vitals","4.2.4","transitive","Apache-2.0","FLAGGED"
"webgl-constants","1.1.1","transitive","UNKNOWN","FLAGGED"
"webgl-sdf-generator","1.1.1","transitive","MIT","MIT"
"webidl-conversions","3.0.1","transitive","BSD-2-Clause","FLAGGED"
"webidl-conversions","8.0.1","transitive","BSD-2-Clause","FLAGGED"
"websocket-driver","0.7.5","transitive","Apache-2.0","FLAGGED"
"websocket-extensions","0.1.4","transitive","Apache-2.0","FLAGGED"
"whatwg-mimetype","5.0.0","transitive","MIT","MIT"
"whatwg-url","16.0.1","transitive","MIT","MIT"
"whatwg-url","5.0.0","transitive","MIT","MIT"
"which","2.0.2","transitive","ISC","FLAGGED"
"which","4.0.0","transitive","ISC","FLAGGED"
"which-boxed-primitive","1.1.1","transitive","MIT","MIT"
"which-builtin-type","1.2.1","transitive","MIT","MIT"
"which-collection","1.0.2","transitive","MIT","MIT"
"which-typed-array","1.1.22","transitive","MIT","MIT"
"why-is-node-running","2.3.0","transitive","MIT","MIT"
"word-wrap","1.2.5","transitive","MIT","MIT"
"workerd","1.20260828.1","transitive","Apache-2.0","FLAGGED"
"wrangler","4.127.1","direct-development","MIT OR Apache-2.0","FLAGGED"
"wrap-ansi","7.0.0","transitive","MIT","MIT"
"wrap-ansi","9.0.2","transitive","MIT","MIT"
"wrappy","1.0.2","transitive","ISC","FLAGGED"
"ws","8.21.0","transitive","MIT","MIT"
"xml-name-validator","5.0.0","transitive","Apache-2.0","FLAGGED"
"xmlchars","2.2.0","transitive","MIT","MIT"
"y18n","5.0.8","transitive","ISC","FLAGGED"
"yallist","3.1.1","transitive","ISC","FLAGGED"
"yaml","2.9.0","transitive","ISC","FLAGGED"
"yargs","17.7.3","transitive","MIT","MIT"
"yargs","18.1.0","transitive","MIT","MIT"
"yargs-parser","21.1.1","transitive","ISC","FLAGGED"
"yargs-parser","22.0.0","transitive","ISC","FLAGGED"
"yocto-queue","0.1.0","transitive","MIT","MIT"
"youch","4.1.0-beta.10","transitive","MIT","MIT"
"youch-core","0.3.3","transitive","MIT","MIT"
"zod","3.25.76","direct-production","MIT","MIT"
"zod-validation-error","4.0.2","transitive","MIT","MIT"
"zustand","4.5.7","transitive","MIT","MIT"
"zustand","5.0.15","transitive","MIT","MIT"
